emotion,phrase,language
relieved,ginhawa finally began summer ko,hil
relieved,ginhawa finally began summer ako,fil
relieved,i feel so relieved to know about it,en
relieved,ginhawa know ko,hil
relieved,ginhawa know ako,fil
relieved,i feel so relieved to know about this,en
relieved,i feel so relieved when exam is finally over,en
relieved,ginhawa exam finally over ko,hil
relieved,ginhawa exam finally over ako,fil
relieved,i feel some relief that one of us was successful,en
relieved,some ginhawa one successful ko,hil
relieved,some relief one successful ako,fil
relieved,i feel somewhat relieved,en
relieved,i feel somewhat relieved a href http mrthing,en
relieved,ginhawa href http mrthing ko,hil
relieved,ginhawa href http mrthing ako,fil
relieved,i feel strangely relieved,en
relieved,strangely ginhawa ko,hil
relieved,strangely ginhawa ako,fil
relieved,i feel sweet relief from the lion s digestive saliva,en
relieved,sweet ginhawa lion digestive saliva ko,hil
relieved,sweet relief lion digestive saliva ako,fil
relieved,i feel sweet relief when things get cancelled,en
relieved,sweet ginhawa things get cancelled ko,hil
relieved,sweet relief things get cancelled ako,fil
relieved,i feel the relief and freedom of self determined destiny,en
relieved,ginhawa and freedom self determined destiny ko,hil
relieved,relief and freedom self determined destiny ako,fil
relieved,i feel thrilled and relieved that bin laden is dead,en
relieved,sobra excited and ginhawa bin laden dead ko,hil
relieved,thrilled and ginhawa bin laden dead ako,fil
relieved,i feel totally relieved,en
relieved,totally ginhawa ko,hil
relieved,totally ginhawa ako,fil
relieved,i feel truly relieved to be so happy at this point,en
relieved,truly ginhawa masadya point ko,hil
relieved,truly ginhawa masaya point ako,fil
relieved,i feel very relieved,en
relieved,i feel very relieved and something lessen my load,en
relieved,ginhawa and something lessen load ko,hil
relieved,ginhawa and something lessen load ako,fil
relieved,i feel very relieved and very happy,en
relieved,ginhawa and masadya ko,hil
relieved,i feel very relieved sbb my mid year examination daa habis,en
relieved,ginhawa sbb mid year examination daa habis ko,hil
relieved,ginhawa sbb mid year examination daa habis ako,fil
relieved,i feel very relieved that it is now done and over with,en
relieved,ginhawa done and over ko,hil
relieved,ginhawa done and over ako,fil
relieved,i feel very relieved to finally be graduating,en
relieved,ginhawa finally graduating ko,hil
relieved,ginhawa finally graduating ako,fil
relieved,i feeling relieved for,en
relieved,i feels relieved knowing hes not the only one going crazy,en
relieved,feels ginhawa knowing hes not one going crazy ko,hil
relieved,feels ginhawa knowing hes not one going crazy ako,fil
relieved,i finally arrived home safely and feeling so relieved,en
relieved,finally arrived home safely and feeling ginhawa ko,hil
relieved,finally arrived home safely and feeling ginhawa ako,fil
relieved,i get to my feet feeling relieved from a huge burden,en
relieved,get feet feeling ginhawa huge burden ko,hil
relieved,get feet feeling ginhawa huge burden ako,fil
relieved,i got on the tube feeling greatly relieved,en
relieved,got tube feeling greatly ginhawa ko,hil
relieved,got tube feeling greatly ginhawa ako,fil
relieved,i got to sarah and johns feeling relieved the day was over,en
relieved,got sarah and johns feeling ginhawa day over ko,hil
relieved,got sarah and johns feeling ginhawa day over ako,fil
relieved,i guess i feel relieved,en
relieved,guess feel ginhawa ko,hil
relieved,guess feel ginhawa ako,fil
relieved,i have been doing it for so long i am so relieve,en
relieved,doing long relieve ko,hil
relieved,doing long relieve ako,fil
relieved,i have finished that do i feel relieved,en
relieved,finished feel ginhawa ko,hil
relieved,finished feel ginhawa ako,fil
relieved,i have i m feeling relieved and excited,en
relieved,feeling ginhawa and excited ko,hil
relieved,feeling ginhawa and excited ako,fil
relieved,i have in life i feel selfish pain torture relief,en
relieved,life feel selfish pain torture ginhawa ko,hil
relieved,life feel selfish pain torture relief ako,fil
relieved,i just feel relieved,en
relieved,i just feel relieved and im most satisfied with english,en
relieved,feel ginhawa and satisfied english ko,hil
relieved,feel ginhawa and satisfied english ako,fil
relieved,i just feel relieved right now,en
relieved,feel ginhawa right ko,hil
relieved,feel ginhawa right ako,fil
relieved,i just feel sweet relief,en
relieved,feel sweet ginhawa ko,hil
relieved,feel sweet relief ako,fil
relieved,i know ill feel relieved she said,en
relieved,know masakit feel ginhawa said ko,hil
relieved,know ill feel ginhawa said ako,fil
relieved,i know it ll accumulate again but i feel relieved,en
relieved,know accumulate but feel ginhawa ko,hil
relieved,know accumulate but feel ginhawa ako,fil
relieved,i left feeling only slightly relieved,en
relieved,left feeling slightly ginhawa ko,hil
relieved,left feeling slightly ginhawa ako,fil
relieved,i left feeling relieved that i was not crazy,en
relieved,left feeling ginhawa not crazy ko,hil
relieved,left feeling ginhawa not crazy ako,fil
relieved,i left for home feeling so relieved,en
relieved,left home feeling ginhawa ko,hil
relieved,left home feeling ginhawa ako,fil
relieved,i left the office feeling so relieved,en
relieved,left office feeling ginhawa ko,hil
relieved,left office feeling ginhawa ako,fil
relieved,i let out another breath and feel relieved,en
relieved,let out another breath and feel ginhawa ko,hil
relieved,let out another breath and feel ginhawa ako,fil
relieved,i live my life and i feel relieved,en
relieved,live life and feel ginhawa ko,hil
relieved,live life and feel ginhawa ako,fil
relieved,i looked at him feeling quite amused and relieved,en
relieved,looked him feeling amused and ginhawa ko,hil
relieved,looked him feeling amused and ginhawa ako,fil
relieved,i mentioned before i feel more relieved than being sad,en
relieved,mentioned feel ginhawa than kasubo ko,hil
relieved,mentioned feel ginhawa than malungkot ako,fil
relieved,i pull in to my temporary housing i feel so relieved,en
relieved,pull temporary housing feel ginhawa ko,hil
relieved,pull temporary housing feel ginhawa ako,fil
relieved,i remember feeling relieved and really sleepy,en
relieved,remember feeling ginhawa and sleepy ko,hil
relieved,remember feeling ginhawa and sleepy ako,fil
relieved,i remember feeling so relieved about that,en
relieved,remember feeling ginhawa ko,hil
relieved,remember feeling ginhawa ako,fil
relieved,i responded to the death of the chick in a calm way and it,en
relieved,responded death chick malinong way and ko,hil
relieved,responded death chick kalmado way and ako,fil
relieved,i sat there feeling relieved,en
relieved,sat feeling ginhawa ko,hil
relieved,sat feeling ginhawa ako,fil
relieved,i should feel relieved,en
relieved,i should feel relieved but i feel nothing but shame,en
relieved,feel ginhawa but feel nothing but shame ko,hil
relieved,feel ginhawa but feel nothing but shame ako,fil
relieved,i sometimes feel heartbroken i sometimes feel relieved,en
relieved,sometimes feel broken heart sometimes feel ginhawa ko,hil
relieved,sometimes feel heartbroken sometimes feel ginhawa ako,fil
relieved,i spent the evening reading and feeling relieved,en
relieved,spent evening reading and feeling ginhawa ko,hil
relieved,spent evening reading and feeling ginhawa ako,fil
relieved,i stare at her pictures when im bored feeling relieved,en
relieved,stare pictures wala gana feeling ginhawa ko,hil
relieved,stare pictures walang gana feeling ginhawa ako,fil
relieved,i start to feel relieved,en
relieved,start feel ginhawa ko,hil
relieved,start feel ginhawa ako,fil
relieved,i started feeling numb relief,en
relieved,started feeling numb ginhawa ko,hil
relieved,started feeling numb relief ako,fil
relieved,i suppose we locals should feel somewhat relieved,en
relieved,suppose locals feel ginhawa ko,hil
relieved,suppose locals feel ginhawa ako,fil
relieved,i think kizzie feels relieved too,en
relieved,think kizzie feels ginhawa ko,hil
relieved,think kizzie feels ginhawa ako,fil
relieved,i thought he would left me feeling really relieved,en
relieved,thought left feeling ginhawa ko,hil
relieved,thought left feeling ginhawa ako,fil
relieved,i walked away feeling tremendously relieved,en
relieved,walked away feeling tremendously ginhawa ko,hil
relieved,walked away feeling tremendously ginhawa ako,fil
relieved,i was feel after that is relieved,en
relieved,i was feeling a little relieved,en
relieved,i was feeling relieved at the decision i had made,en
relieved,feeling ginhawa decision made ko,hil
relieved,feeling ginhawa decision made ako,fil
relieved,i was feeling relieved that this was working,en
relieved,feeling ginhawa working ko,hil
relieved,feeling ginhawa working ako,fil
relieved,i was relieved to hear her say that it wasnt just me so i,en
relieved,ginhawa hear say wasnt ko,hil
relieved,ginhawa hear say wasnt ako,fil
relieved,i will be longing for the adrenaline rush of sil,en
relieved,longing adrenaline rush sil ko,hil
relieved,longing adrenaline rush sil ako,fil
relieved,i will feel a bit relieved if you are right,en
relieved,i will feel relieved,en
relieved,i will feel relieved and proud of what im doing,en
relieved,feel ginhawa and proud what doing ko,hil
relieved,feel ginhawa and proud what doing ako,fil
relieved,i woke up feeling lighter and so relieved i was through it,en
relieved,woke feeling lighter and ginhawa through ko,hil
relieved,woke feeling lighter and ginhawa through ako,fil
relieved,i woke up feeling relieved,en
relieved,woke feeling ginhawa ko,hil
relieved,woke feeling ginhawa ako,fil
relieved,i woke up feeling relieved for you for me for all of us,en
relieved,woke feeling ginhawa all ko,hil
relieved,woke feeling ginhawa all ako,fil
relieved,i woke up from sleep and suddenly feel so relieved,en
relieved,woke sleep and suddenly feel ginhawa ko,hil
relieved,woke sleep and suddenly feel ginhawa ako,fil
relieved,i would feel relieved about our situation,en
relieved,feel ginhawa situation ko,hil
relieved,feel ginhawa situation ako,fil
relieved,i would say it makes me feel stunned and relieved,en
relieved,say makes feel nabigla and ginhawa ko,hil
relieved,say makes feel stunned and ginhawa ako,fil
relieved,i write a blog when i want to feel relieved,en
relieved,write blog want feel ginhawa ko,hil
relieved,write blog want feel ginhawa ako,fil
relieved,id also feel relieved that we had been given an answer,en
relieved,feel ginhawa given answer ko,hil
relieved,feel ginhawa given answer ako,fil
relieved,id be tempted to put this cliff horse up again and its a r,en
relieved,tempted put cliff horse and ko,hil
relieved,tempted put cliff horse and ako,fil
relieved,im already starting to feel relieved,en
relieved,already starting feel ginhawa ko,hil
relieved,already starting feel ginhawa ako,fil
relieved,im being relieved of some burden i didnt know i,en
relieved,ginhawa some burden didnt know ko,hil
relieved,ginhawa some burden didnt know ako,fil
relieved,im feeling a bit relieved,en
relieved,im feeling a wonderful sense of relief,en
relieved,nami gid sense ginhawa ko,hil
relieved,wonderful sense relief ako,fil
relieved,im feeling hopeful relieved,en
relieved,im feeling pretty relieved,en
relieved,gwapa ginhawa ko,hil
relieved,pretty ginhawa ako,fil
relieved,im feeling rather relieved,en
relieved,rather ginhawa ko,hil
relieved,rather ginhawa ako,fil
relieved,im feeling relieved,en
relieved,im feeling relieved about that,en
relieved,im feeling relieved and a bit like the light has turned on,en
relieved,ginhawa and light has turned ko,hil
relieved,ginhawa and light has turned ako,fil
relieved,im feeling relieved i dont have to vote this year,en
relieved,ginhawa dont vote year ko,hil
relieved,ginhawa dont vote year ako,fil
relieved,im feeling relieved to have this series completed,en
relieved,ginhawa series completed ko,hil
