local_term,english_term,language,status
ginapalanum ko,paresthesia,hiligaynon,active
ginapamamanhid,paresthesia,hiligaynon,active
manhid,paresthesia,hiligaynon,active
nagamanhid,paresthesia,hiligaynon,active
numbness,paresthesia,hiligaynon,active
palanum,paresthesia,hiligaynon,active
daw wala batyag,paresthesia,hiligaynon,active
ginakurog ko,tremor,hiligaynon,active
nagakurog,tremor,hiligaynon,active
kurog,tremor,hiligaynon,active
ginatay-og,tremor,hiligaynon,active
nagatay-og,tremor,hiligaynon,active
tremors,tremor,hiligaynon,active
shaking,tremor,hiligaynon,active
ginapanuhot ko,abdominal distension,hiligaynon,active
ginapanuhot tiyan,abdominal distension,hiligaynon,active
busog tiyan,abdominal distension,hiligaynon,active
ginabusog tiyan,abdominal distension,hiligaynon,active
bloating,abdominal distension,hiligaynon,active
gas tiyan,abdominal distension,hiligaynon,active
ginabudlayan ko lakat,gait difficulty,hiligaynon,active
ginabudlayan lakat,gait difficulty,hiligaynon,active
budlay maglakat,gait difficulty,hiligaynon,active
lisod maglakat,gait difficulty,hiligaynon,active
indi makalakat maayo,gait difficulty,hiligaynon,active
difficulty walking,gait difficulty,hiligaynon,active
ginapalangluya maglakat,gait difficulty,hiligaynon,active
ginahapdos ang mata,eye irritation,hiligaynon,active
ginahapdos ang mata ko,eye irritation,hiligaynon,active
hapdos mata,eye irritation,hiligaynon,active
ginasakit mata,eye irritation,hiligaynon,active
eye irritation,eye irritation,hiligaynon,active
makati mata,eye irritation,hiligaynon,active
ginakati mata,eye irritation,hiligaynon,active
ginapula mata,conjunctivitis,hiligaynon,active
ginapula mata ko,conjunctivitis,hiligaynon,active
naga pula mata,conjunctivitis,hiligaynon,active
nagapula mata,conjunctivitis,hiligaynon,active
pamula mata,conjunctivitis,hiligaynon,active
mapula mata,conjunctivitis,hiligaynon,active
red eyes,conjunctivitis,hiligaynon,active
ginakati ang panit,pruritus,hiligaynon,active
ginakati ang panit ko,pruritus,hiligaynon,active
makatol,pruritus,hiligaynon,active
itchy skin,pruritus,hiligaynon,active
ga katol panit,pruritus,hiligaynon,active
kumakati panit,pruritus,hiligaynon,active
may rashes,rash,hiligaynon,active
may rashes ko,rash,hiligaynon,active
bugas,rash,hiligaynon,active
gapula lawas,rash,hiligaynon,active
skin rash,rash,hiligaynon,active
may pantal,rash,hiligaynon,active
ginadugo ilong,epistaxis,hiligaynon,active
ginadugo ilong ko,epistaxis,hiligaynon,active
nagdugo ilong,epistaxis,hiligaynon,active
dugo sa ilong,epistaxis,hiligaynon,active
nosebleed,epistaxis,hiligaynon,active
epistaxis,epistaxis,hiligaynon,active
ginadugo,hemorrhage,hiligaynon,active
ginadugo ko,hemorrhage,hiligaynon,active
may dugo,hemorrhage,hiligaynon,active
bleeding,hemorrhage,hiligaynon,active
indi mapunggan dugo,hemorrhage,hiligaynon,active
ginapalangluya,asthenia,hiligaynon,active
ginapalangluya ko,asthenia,hiligaynon,active
ginakaluya,asthenia,hiligaynon,active
palangluya,asthenia,hiligaynon,active
ginamahina,asthenia,hiligaynon,active
ginakabudlayan ko tulog,insomnia,hiligaynon,active
ginakabudlayan tulog,insomnia,hiligaynon,active
budlay magtulog,insomnia,hiligaynon,active
wala tulog,insomnia,hiligaynon,active
difficulty sleeping,insomnia,hiligaynon,active
gina-insomnia,insomnia,hiligaynon,active
hubak,wheezing,hiligaynon,active
nagahubak,wheezing,hiligaynon,active
wheezing,wheezing,hiligaynon,active
hika sound,wheezing,hiligaynon,active
trangkaso ko,influenza,hiligaynon,active
may trangkaso,influenza,hiligaynon,active
hika ko,asthma,hiligaynon,active
may pneumonia,pneumonia,hiligaynon,active
tisis,tuberculosis,hiligaynon,active
db,dengue fever,hiligaynon,active
leptospirosis,leptospirosis,hiligaynon,active
lepto,leptospirosis,hiligaynon,active
may leptospirosis,leptospirosis,hiligaynon,active
covid 19,covid-19,hiligaynon,active
taas bp,hypertension,hiligaynon,active
taas blood pressure,hypertension,hiligaynon,active
hpn,hypertension,hiligaynon,active
lowblood,hypotension,hiligaynon,active
baba bp,hypotension,hiligaynon,active
hypotension,hypotension,hiligaynon,active
may diabetes,diabetes mellitus,hiligaynon,active
may uti,urinary tract infection,hiligaynon,active
impeksyon sa ihi,urinary tract infection,hiligaynon,active
hyperacidity,hyperacidity,hiligaynon,active
hyper acidity,hyperacidity,hiligaynon,active
asido,hyperacidity,hiligaynon,active
gastric,hyperacidity,hiligaynon,active
may ulcer,peptic ulcer,hiligaynon,active
sakit sa sikmura ulcer,peptic ulcer,hiligaynon,active
may migraine,migraine,hiligaynon,active
artraytis,arthritis,hiligaynon,active
rheumatism,arthritis,hiligaynon,active
sakit sa tagipusuon,heart disease,hiligaynon,active
cva,stroke,hiligaynon,active
sakit bato,kidney disease,hiligaynon,active
alergiya,allergy,hiligaynon,active
skin infection,skin infection,hiligaynon,active
impeksyon sa panit,skin infection,hiligaynon,active
chicken pox,chickenpox,hiligaynon,active
bulutong tubig,chickenpox,hiligaynon,active
varicella,chickenpox,hiligaynon,active
may tigdas,measles,hiligaynon,active
mumps,mumps,hiligaynon,active
beke,mumps,hiligaynon,active
may beke,mumps,hiligaynon,active
parotitis,mumps,hiligaynon,active
ginakatol,itching,hiligaynon,active
ginakatol ko,itching,hiligaynon,active
ginakatol lawas,itching,hiligaynon,active
dulom mata,yellowing of eyes,hiligaynon,active
dulom sang mata,yellowing of eyes,hiligaynon,active
dilaw mata,yellowing of eyes,hiligaynon,active
dilaw panit,yellowish skin,hiligaynon,active
dilaw nga panit,yellowish skin,hiligaynon,active
dilaw lawas,yellowish skin,hiligaynon,active
dilaw nga lawas,yellowish skin,hiligaynon,active
dulom mata kag dilaw panit,jaundice,hiligaynon,active
dilaw panit kag dulom mata,jaundice,hiligaynon,active
yellowish skin,yellowish skin,hiligaynon,active
yellowing of eyes,yellowing of eyes,hiligaynon,active
loss of appetite,loss of appetite,hiligaynon,active
ginabaldom,abdominal pain,hiligaynon,active
pamula dilaw panit,yellowish skin,hiligaynon,active
dulom ang mata ko,yellowing of eyes,hiligaynon,active
kabog,heartburn,hiligaynon,active
ginakabog,heartburn,hiligaynon,active
heartburn,heartburn,hiligaynon,active
singaw sa dila,mouth ulcer,hiligaynon,active
gas tiyan,passing gas,hiligaynon,active
ginahutok tiyan,passing gas,hiligaynon,active
itom ihi,dark urine,hiligaynon,active
itom ang ihi,dark urine,hiligaynon,active
dilaw ihi,yellow urine,hiligaynon,active
nagapanipis lawas,weight loss,hiligaynon,active
natulon mata,sunken eyes,hiligaynon,active
natulon ang mata,sunken eyes,hiligaynon,active
grabeng hilanat,high fever,hiligaynon,active
mataas nga hilanat,high fever,hiligaynon,active
sakit kalamnan,muscle pain,hiligaynon,active
sakit sa kalamnan,muscle pain,hiligaynon,active
ginauhaw,dehydration,hiligaynon,active
ginakati sulod,internal itching,hiligaynon,active
indi ma digest,indigestion,hiligaynon,active
pasuyi,please help,hiligaynon,active
pasuyi po,please help,hiligaynon,active
subong,now,hiligaynon,active
gid,really,hiligaynon,active
g gihapon,still,hiligaynon,active
gihapon,still,hiligaynon,active
kanina pa,since earlier,hiligaynon,active
basi maayo,maybe okay,hiligaynon,active
basi ma check,maybe can check,hiligaynon,active
wala ko kasiguruhan,not sure,hiligaynon,active
type ko lang,i will type,hiligaynon,active
ginatype ko,i typed,hiligaynon,active
concern ko,my concern,hiligaynon,active
telehealth,telehealth,hiligaynon,active
online consult,online consultation,hiligaynon,active
register ako,i register,hiligaynon,active
halong,hello,hiligaynon,active
pasuyi doc,please help doctor,hiligaynon,active
good morning doc,good morning doctor,hiligaynon,active
doc,doctor,hiligaynon,active
po doc,doctor,hiligaynon,active
pls,please,hiligaynon,active
pero,but,hiligaynon,active
lang,only,hiligaynon,active
sang isa ka semana,for one week,hiligaynon,active
3 days na,3 days already,hiligaynon,active
3 days,3 days,hiligaynon,active
since yesterday,since yesterday,hiligaynon,active
after lunch,after lunch,hiligaynon,active
worried about,worried about,hiligaynon,active
not sure,not sure,hiligaynon,active
help doc,help doctor,hiligaynon,active
sorry late,sorry late,hiligaynon,active
typing my concern,typing my concern,hiligaynon,active
consult lang,consult only,hiligaynon,active
for telehealth,for telehealth,hiligaynon,active
registration symptom field,registration symptom field,hiligaynon,active
my child has,my child has,hiligaynon,active
asawa ko may,my spouse has,hiligaynon,active
nag chat ko,i chatted,hiligaynon,active
wala iba nga sintomas,no other symptoms,hiligaynon,active
nag message ko,i messaged,hiligaynon,active
para sa form,for the form,hiligaynon,active
daw,seems,hiligaynon,active
permí,always,hiligaynon,active
permi,always,hiligaynon,active
chief complaint,chief complaint,hiligaynon,active
cc,chief complaint,hiligaynon,active
reklamo,complaint,hiligaynon,active
unang reklamo,chief complaint,hiligaynon,active
rason sang pag consult,reason for consultation,hiligaynon,active
presenting complaint,presenting complaint,hiligaynon,active
reason for visit,reason for visit,hiligaynon,active
reason for consult,reason for consultation,hiligaynon,active
main concern,main concern,hiligaynon,active
primary complaint,primary complaint,hiligaynon,active
health concern,health concern,hiligaynon,active
intake form,intake form,hiligaynon,active
e-consult,online consultation,hiligaynon,active
virtual consult,online consultation,hiligaynon,active
sakit sang tiyan,abdominal pain,hiligaynon,active
ginasakit ang tiyan,abdominal pain,hiligaynon,active
sakit tiyan,abdominal pain,hiligaynon,active
masakit ang tiyan ko,abdominal pain,hiligaynon,active
ginabaldom ang tiyan,abdominal pain,hiligaynon,active
sakit tiyan gid,abdominal pain,hiligaynon,active
may sakit sa busong,abdominal pain,hiligaynon,active
nagabalati sang sakit tiyan,abdominal pain,hiligaynon,active
indi normal ang pamulanon,abnormal menstruation,hiligaynon,active
indi regular ang binulan,abnormal menstruation,hiligaynon,active
may problema sa regla,abnormal menstruation,hiligaynon,active
indi regular ang pamulanon,abnormal menstruation,hiligaynon,active
nagabag-o ang regla,abnormal menstruation,hiligaynon,active
may problema sa binulan,abnormal menstruation,hiligaynon,active
late ang pamulanon,abnormal menstruation,hiligaynon,active
sobra kadugo ang regla,abnormal menstruation,hiligaynon,active
ginakabog ang tiyan,acidity,hiligaynon,active
may asido sa tiyan,acidity,hiligaynon,active
nagakabog ang dughan,acidity,hiligaynon,active
may asido ako,acidity,hiligaynon,active
nagakabog ang tiyan ko,acidity,hiligaynon,active
maaslom ang tiyan,acidity,hiligaynon,active
gasido ang dughan,acidity,hiligaynon,active
grabe nga problema sa atay,acute liver failure,hiligaynon,active
nag-untat na ang atay sa pag-obra,acute liver failure,hiligaynon,active
grabe na ang atay,acute liver failure,hiligaynon,active
indi na maayo ang atay,acute liver failure,hiligaynon,active
naguba ang atay,acute liver failure,hiligaynon,active
daw indi maathag ang panghuna-huna,altered sensorium,hiligaynon,active
daw wala sa sarili nga panghuna-huna,altered sensorium,hiligaynon,active
daw nalipong ang panumduman,altered sensorium,hiligaynon,active
indi klaro ang huna-huna,altered sensorium,hiligaynon,active
daw wala sa husto ang panumduman,altered sensorium,hiligaynon,active
confused ang pamatyagan,altered sensorium,hiligaynon,active
ginakulbaan ako,anxiety,hiligaynon,active
permi nagakulba ang buot,anxiety,hiligaynon,active
ginabalak-an gid,anxiety,hiligaynon,active
ginakulbaan gid ako,anxiety,hiligaynon,active
permi balisa,anxiety,hiligaynon,active
may anxiety ako,anxiety,hiligaynon,active
ginakabalaka ako,anxiety,hiligaynon,active
wala ako kahilwayan,anxiety,hiligaynon,active
sakit sang likod,back pain,hiligaynon,active
ginasakit ang likod,back pain,hiligaynon,active
masakit ang likod ko,back pain,hiligaynon,active
sakit likod gid,back pain,hiligaynon,active
ginasakit ang baywang,back pain,hiligaynon,active
may sakit sa likod,back pain,hiligaynon,active
sakit sa tiyan,belly pain,hiligaynon,active
ginasakit ang busong,belly pain,hiligaynon,active
sakit ang busong ko,belly pain,hiligaynon,active
may sakit sa tiyan,belly pain,hiligaynon,active
itom nga tuldok sa guya,blackheads,hiligaynon,active
may itom nga tuldok sa panit,blackheads,hiligaynon,active
may blackheads sa guya,blackheads,hiligaynon,active
itom nga tuldok sa nawong,blackheads,hiligaynon,active
may itom nga heads sa panit,blackheads,hiligaynon,active
indi komportable ang pantog,bladder discomfort,hiligaynon,active
may kabudlayan sa pantog,bladder discomfort,hiligaynon,active
sakit ang pantog,bladder discomfort,hiligaynon,active
indi komportable kon mag-ihi,bladder discomfort,hiligaynon,active
may discomfort sa pantog,bladder discomfort,hiligaynon,active
may paltos sa panit,blister,hiligaynon,active
nagapaltos ang panit,blister,hiligaynon,active
may lintog sa panit,blister,hiligaynon,active
may paltos ako,blister,hiligaynon,active
nagapaltos,blister,hiligaynon,active
may lintog,blister,hiligaynon,active
may blister sa panit,blister,hiligaynon,active
may dugo ang plema,blood in sputum,hiligaynon,active
nagadugo ang akon plema,blood in sputum,hiligaynon,active
may dugo sa plema,blood in sputum,hiligaynon,active
nagadugo kon magubo,blood in sputum,hiligaynon,active
pula ang plema,blood in sputum,hiligaynon,active
may dugo ang tai,bloody stool,hiligaynon,active
nagadugo kon magalibang,bloody stool,hiligaynon,active
may dugo sa tai,bloody stool,hiligaynon,active
nagadugo ang tai,bloody stool,hiligaynon,active
pula ang tai,bloody stool,hiligaynon,active
malubog ang panulok,blurred and distorted vision,hiligaynon,active
indi maathag ang pagtan-aw,blurred and distorted vision,hiligaynon,active
malubog ang mata,blurred and distorted vision,hiligaynon,active
indi maathag magtan-aw,blurred and distorted vision,hiligaynon,active
daw double vision,blurred and distorted vision,hiligaynon,active
blurred ang panulok,blurred and distorted vision,hiligaynon,active
budlay maginhawa,breathlessness,hiligaynon,active
ginabudlayan ako maginhawa,breathlessness,hiligaynon,active
kapos ang ginhawa,breathlessness,hiligaynon,active
kapos ginhawa,breathlessness,hiligaynon,active
budlay ginhawa,breathlessness,hiligaynon,active
ginahapo ako,breathlessness,hiligaynon,active
short of breath,breathlessness,hiligaynon,active
indi makaginhawa maayo,breathlessness,hiligaynon,active
mahapos mabali ang kuko,brittle nails,hiligaynon,active
manipis kag mabali ang kuko,brittle nails,hiligaynon,active
madali mabali ang kuko,brittle nails,hiligaynon,active
mahuyang ang kuko,brittle nails,hiligaynon,active
naga-break ang kuko,brittle nails,hiligaynon,active
may pasa sa lawas,bruising,hiligaynon,active
madali magpasa ang panit,bruising,hiligaynon,active
madali magpasa,bruising,hiligaynon,active
may pasa,bruising,hiligaynon,active
naga-bruise ang panit,bruising,hiligaynon,active
asul ang panit,bruising,hiligaynon,active
hapdi kon mag-ihi,burning micturition,hiligaynon,active
nagahapdi kon mag-ihi,burning micturition,hiligaynon,active
hapdi mag-ihi,burning micturition,hiligaynon,active
nagahapdi ang ihi,burning micturition,hiligaynon,active
sakit kon mag-ihi,burning micturition,hiligaynon,active
burning urination,burning micturition,hiligaynon,active
sakit sang dughan,chest pain,hiligaynon,active
hapdi ang dughan,chest pain,hiligaynon,active
ginasakit ang dughan,chest pain,hiligaynon,active
ginasakit ang dughan ko,chest pain,hiligaynon,active
may sakit sa dughan,chest pain,hiligaynon,active
ginapanas-an ako,chills,hiligaynon,active
nagapalamig ang lawas,chills,hiligaynon,active
ginapanas-an,chills,hiligaynon,active
nagapalamig,chills,hiligaynon,active
may chills,chills,hiligaynon,active
malamig ang kamot kag tiil,cold hands and feets,hiligaynon,active
ginalamigan ang kamot kag tiil,cold hands and feets,hiligaynon,active
malamig kamot kag tiil,cold hands and feets,hiligaynon,active
ginalamigan ang kamot,cold hands and feets,hiligaynon,active
malamig ang tiil,cold hands and feets,hiligaynon,active
cold hands and feet,cold hands and feets,hiligaynon,active
wala na sang kalibutan,coma,hiligaynon,active
nadulaan sang kalibutan,coma,hiligaynon,active
wala sang kalibutan,coma,hiligaynon,active
indi magmata,coma,hiligaynon,active
nadulaan kalibutan,coma,hiligaynon,active
unconscious,coma,hiligaynon,active
barado ang ilong,congestion,hiligaynon,active
napun-an ang ilong,congestion,hiligaynon,active
barado ilong,congestion,hiligaynon,active
napun-an ilong,congestion,hiligaynon,active
barado ang ilong ko,congestion,hiligaynon,active
nasal congestion,congestion,hiligaynon,active
indi makaginhawa sa ilong,congestion,hiligaynon,active
indi makalibang,constipation,hiligaynon,active
matig-a ang tai,constipation,hiligaynon,active
matig-a tai,constipation,hiligaynon,active
budlay maglibang,constipation,hiligaynon,active
daw permi gusto mag-ihi,continuous feel of urine,hiligaynon,active
wala untat ang gana mag-ihi,continuous feel of urine,hiligaynon,active
permi gusto mag-ihi,continuous feel of urine,hiligaynon,active
daw may ihi permi,continuous feel of urine,hiligaynon,active
frequent urge to urinate,continuous feel of urine,hiligaynon,active
permi nagabahin,continuous sneezing,hiligaynon,active
wala untat nga pagbahin,continuous sneezing,hiligaynon,active
wala untat bahin,continuous sneezing,hiligaynon,active
