entity,entity_type,normalized,status
Absent Big Toe Nail,symptom,absent big toe nail,active
Absent Birbeck Granules in Langerhans Cells,symptom,absent birbeck granules in langerhans cells,active
Absent Bladder,symptom,absent bladder,active
Absent Bone Maturation of Skullcap,symptom,absent bone maturation of skullcap,active
Absent Bone of Big Toe,symptom,absent bone of big toe,active
Absent Bones of the 4th Toe,symptom,absent bones of the 4th toe,active
Absent Bones of the Extremities,symptom,absent bones of the extremities,active
Absent Bones of the Lower Limbs,symptom,absent bones of the lower limbs,active
Absent Bones of the Toes,symptom,absent bones of the toes,active
Absent Bones of the Upper Limbs,symptom,absent bones of the upper limbs,active
Absent Bowel Sounds,symptom,absent bowel sounds,active
Absent Brainstem Auditory Responses,symptom,absent brainstem auditory responses,active
Absent Breast,symptom,absent breast,active
Absent Bridge of Nose,symptom,absent bridge of nose,active
Absent Bronchoalveolar Dimeric Surfactant-protein B,symptom,absent bronchoalveolar dimeric surfactant-protein b,active
Absent Bronchoalveolar Surfactant-protein C,symptom,absent bronchoalveolar surfactant-protein c,active
Absent Calf Bone,symptom,absent calf bone,active
Absent Canines,symptom,absent canines,active
Absent Carpal Bone,symptom,absent carpal bone,active
Absent Carpal Bones,symptom,absent carpal bones,active
Absent Carpal Ossification Center,symptom,absent carpal ossification center,active
Absent Carpal Ossification Centre,symptom,absent carpal ossification centre,active
Absent Cartilage of Nose,symptom,absent cartilage of nose,active
Absent Cavum Septum Pellucidum,symptom,absent cavum septum pellucidum,active
Absent Cellular Immunity,symptom,absent cellular immunity,active
Absent Central Incisor,symptom,absent central incisor,active
Absent Central Microtubular Pair Morphology of Respiratory Motile Cilia,symptom,absent central microtubular pair morphology of respiratory motile cilia,active
Absent Central Pair Complex (9+0 Pattern),symptom,absent central pair complex (9+0 pattern),active
Absent Cerebral Falx,symptom,absent cerebral falx,active
Absent Cervical Vertebra,symptom,absent cervical vertebra,active
Absent Cervix,symptom,absent cervix,active
Absent Circulating B Cells,symptom,absent circulating b cells,active
Absent Circulating Immunoglobulin Kappa Chain,symptom,absent circulating immunoglobulin kappa chain,active
Absent Circulating T Cells,symptom,absent circulating t cells,active
Absent Clavicles,symptom,absent clavicles,active
Absent Cochlea,symptom,absent cochlea,active
Absent Collarbone,symptom,absent collarbone,active
Absent Cone and Rod Functions By Electroretinogram,symptom,absent cone and rod functions by electroretinogram,active
Absent Corneal Reflex,symptom,absent corneal reflex,active
Absent Coronary Sinus,symptom,absent coronary sinus,active
Absent Corpus Callosum,symptom,absent corpus callosum,active
Absent Cranial Nerve Viii,symptom,absent cranial nerve viii,active
Absent Cremaster Reflex,symptom,absent cremaster reflex,active
Absent Cremasteric Reflex,symptom,absent cremasteric reflex,active
Absent Crus of Helix,symptom,absent crus of helix,active
Absent Cupid's Bow,symptom,absent cupid's bow,active
Absent Cutis Congenita of Vertex,symptom,absent cutis congenita of vertex,active
Absent Cutis Congenita Over Parietal Area,symptom,absent cutis congenita over parietal area,active
Absent Deep Tendon Reflexes,symptom,absent deep tendon reflexes,active
Absent Deferent Duct,symptom,absent deferent duct,active
Absent Dermal Elastic Fibers,symptom,absent dermal elastic fibers,active
Absent Dermoepidermal Hemidesmosomes,symptom,absent dermoepidermal hemidesmosomes,active
Absent Diaphragm,symptom,absent diaphragm,active
Absent Digital Bone of the 3rd Toe,symptom,absent digital bone of the 3rd toe,active
Absent Distal Finger Phalanges,symptom,absent distal finger phalanges,active
Absent Distal Finger Phalanx,symptom,absent distal finger phalanx,active
Absent Distal Interphalangeal Creases,symptom,absent distal interphalangeal creases,active
Absent Distal Phalanges of the Hand,symptom,absent distal phalanges of the hand,active
Absent Distal Phalanx of the 2nd Toe,symptom,absent distal phalanx of the 2nd toe,active
Absent Distal Phalanx of the 3rd Toe,symptom,absent distal phalanx of the 3rd toe,active
Absent Distal Phalanx of the 4th Toe,symptom,absent distal phalanx of the 4th toe,active
Absent Distal Phalanx of the Second Toe,symptom,absent distal phalanx of the second toe,active
Absent Distal Phalanx of the Third Toe,symptom,absent distal phalanx of the third toe,active
Absent Dorsal Skin Creases Over Affected Joints,symptom,absent dorsal skin creases over affected joints,active
Absent Ductus Deferens,symptom,absent ductus deferens,active
Absent Ear Canal,symptom,absent ear canal,active
Absent Ear Lobes,symptom,absent ear lobes,active
Absent Earlobe,symptom,absent earlobe,active
Absent Eccrine Sweat Glands,symptom,absent eccrine sweat glands,active
Absent Electroretinogram,symptom,absent electroretinogram,active
Absent End Part of Big Toe Bone,symptom,absent end part of big toe bone,active
Absent End Part of Bone,symptom,absent end part of bone,active
Absent End Part of Fingers,symptom,absent end part of fingers,active
Absent End Part of Index Finger,symptom,absent end part of index finger,active
Absent End Part of Innermost Long Bone of Index Finger,symptom,absent end part of innermost long bone of index finger,active
Absent End Part of Innermost Long Bone of the Middle Finger,symptom,absent end part of innermost long bone of the middle finger,active
Absent End Part of Little Finger Bone,symptom,absent end part of little finger bone,active
Absent End Part of Middle Finger Bone,symptom,absent end part of middle finger bone,active
Absent End Part of Pinkie Finger Bone,symptom,absent end part of pinkie finger bone,active
Absent End Part of Pinky Finger Bone,symptom,absent end part of pinky finger bone,active
Absent End Part of the 1st Long Bone of Foot,symptom,absent end part of the 1st long bone of foot,active
Absent End Part of the 1st Long Bone of Hand,symptom,absent end part of the 1st long bone of hand,active
Absent End Part of the 2nd Toe Bone,symptom,absent end part of the 2nd toe bone,active
Absent End Part of the 3rd Toe,symptom,absent end part of the 3rd toe,active
Absent End Part of the 4th Toe Bone,symptom,absent end part of the 4th toe bone,active
Absent End Part of the Innermost Bone of Little Finger,symptom,absent end part of the innermost bone of little finger,active
Absent End Part of the Innermost Bone of Pinkie Finger,symptom,absent end part of the innermost bone of pinkie finger,active
Absent End Part of the Innermost Bone of Pinky Finger,symptom,absent end part of the innermost bone of pinky finger,active
Absent End Part of the Innermost Bone of the 2nd Toe,symptom,absent end part of the innermost bone of the 2nd toe,active
Absent End Part of the Innermost Bone of the 3rd Toe,symptom,absent end part of the innermost bone of the 3rd toe,active
Absent End Part of the Innermost Bone of the 4th Toe,symptom,absent end part of the innermost bone of the 4th toe,active
Absent End Part of the Innermost Bone of the Big Toe,symptom,absent end part of the innermost bone of the big toe,active
Absent End Part of the Innermost Bone of the Little Toe,symptom,absent end part of the innermost bone of the little toe,active
Absent End Part of the Innermost Bone of the Pinkie Toe,symptom,absent end part of the innermost bone of the pinkie toe,active
Absent End Part of the Innermost Bone of the Pinky Toe,symptom,absent end part of the innermost bone of the pinky toe,active
Absent End Part of the Innermost Bone of the Ring Finger,symptom,absent end part of the innermost bone of the ring finger,active
Absent End Part of the Innermost Hand Bones,symptom,absent end part of the innermost hand bones,active
Absent End Part of the Little Toe Bone,symptom,absent end part of the little toe bone,active
Absent End Part of the Long Bone of Hand,symptom,absent end part of the long bone of hand,active
Absent End Part of the Middle Bone of the 2nd Toe,symptom,absent end part of the middle bone of the 2nd toe,active
Absent End Part of the Middle Bone of the 3rd Toe,symptom,absent end part of the middle bone of the 3rd toe,active
Absent End Part of the Middle Bone of the 4th Toe,symptom,absent end part of the middle bone of the 4th toe,active
Absent End Part of the Middle Bone of the Little Finger,symptom,absent end part of the middle bone of the little finger,active
Absent End Part of the Middle Bone of the Little Toe,symptom,absent end part of the middle bone of the little toe,active
Absent End Part of the Middle Bone of the Middle Finger,symptom,absent end part of the middle bone of the middle finger,active
Absent End Part of the Middle Bone of the Pinkie Finger,symptom,absent end part of the middle bone of the pinkie finger,active
Absent End Part of the Middle Bone of the Pinkie Toe,symptom,absent end part of the middle bone of the pinkie toe,active
Absent End Part of the Middle Bone of the Pinky Finger,symptom,absent end part of the middle bone of the pinky finger,active
Absent End Part of the Middle Bone of the Pinky Toe,symptom,absent end part of the middle bone of the pinky toe,active
Absent End Part of the Middle Bone of the Ring Finger,symptom,absent end part of the middle bone of the ring finger,active
Absent End Part of the Middle Hand Bones,symptom,absent end part of the middle hand bones,active
Absent End Part of the Outermost Bone of the 2nd Toe,symptom,absent end part of the outermost bone of the 2nd toe,active
Absent End Part of the Outermost Bone of the 3rd Toe,symptom,absent end part of the outermost bone of the 3rd toe,active
Absent End Part of the Outermost Bone of the 4th Toe,symptom,absent end part of the outermost bone of the 4th toe,active
Absent End Part of the Outermost Bone of the Big Toe,symptom,absent end part of the outermost bone of the big toe,active
Absent End Part of the Outermost Bone of the Index Finger,symptom,absent end part of the outermost bone of the index finger,active
Absent End Part of the Outermost Bone of the Little Finger,symptom,absent end part of the outermost bone of the little finger,active
Absent End Part of the Outermost Bone of the Little Toe,symptom,absent end part of the outermost bone of the little toe,active
Absent End Part of the Outermost Bone of the Middle Finger,symptom,absent end part of the outermost bone of the middle finger,active
Absent End Part of the Outermost Bone of the Pinkie Finger,symptom,absent end part of the outermost bone of the pinkie finger,active
Absent End Part of the Outermost Bone of the Pinkie Toe,symptom,absent end part of the outermost bone of the pinkie toe,active
Absent End Part of the Outermost Bone of the Pinky Finger,symptom,absent end part of the outermost bone of the pinky finger,active
Absent End Part of the Outermost Bone of the Pinky Toe,symptom,absent end part of the outermost bone of the pinky toe,active
Absent End Part of the Outermost Bone of the Ring Finger,symptom,absent end part of the outermost bone of the ring finger,active
Absent End Part of the Outermost Hand Bones,symptom,absent end part of the outermost hand bones,active
Absent End Part of the Pinkie Toe Bone,symptom,absent end part of the pinkie toe bone,active
Absent End Part of the Pinky Toe Bone,symptom,absent end part of the pinky toe bone,active
Absent End Part of the Ring Finger Bone,symptom,absent end part of the ring finger bone,active
Absent End Part of the Toe Bones,symptom,absent end part of the toe bones,active
Absent End Part of Thumb Innermost Long Bone,symptom,absent end part of thumb innermost long bone,active
Absent End Part of Thumb Outermost Long Bone,symptom,absent end part of thumb outermost long bone,active
Absent End-diastolic Umbilical Artery Flow,symptom,absent end-diastolic umbilical artery flow,active
