symptom_key,aliases,display_name,category,tip_1,tip_2,tip_3,tip_4,when_to_seek_care,resource_label,resource_url,active
b6_brownout_candle_evening_hiccup_laugh_eat,b6 hiccup laugh eat brownout candle evening|brownout candle evening hiccups laugh while eating|hiccup_laugh_eat @brownout_candle_evening|Hiccups laugh while eating during brownout candle evening,Hiccups laugh while eating (brownout candle evening),gastrointestinal,Sip water or ORS slowly; avoid greasy heavy meals briefly.,During brownout candle evening: rest upright; warm compress may ease mild cramps.,Return to bland foods when appetite comes back.,Do not use leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",FDA US: Consumer Updates,https://www.fda.gov/consumers/consumer-updates,1
b6_brownout_candle_evening_mouth_ulcer_brace_rub,b6 mouth ulcer brace rub brownout candle evening|brownout candle evening ulcer brace/rub spot|mouth_ulcer_brace_rub @brownout_candle_evening|Ulcer brace/rub spot during brownout candle evening,Ulcer brace/rub spot (brownout candle evening),dental,"Pause, hydrate, and rest briefly in a safer cooler spot.",During brownout candle evening: eat a balanced light snack if you skipped meals.,Read OTC labels carefully before any dose.,Return to activity gradually only when steady.,"Seek dental care for facial swelling, fever, pus, trauma, or pain lasting more than 1–2 days.",NIH: Health Information,https://www.nih.gov/health-information,1
b6_brownout_candle_evening_dry_mouth_nervous_talk,b6 dry mouth nervous talk brownout candle evening|brownout candle evening dry mouth nervous talk|dry_mouth_nervous_talk @brownout_candle_evening|Dry mouth nervous talk during brownout candle evening,Dry mouth nervous talk (brownout candle evening),dental,"Pause, hydrate, and rest briefly in a safer cooler spot.",During brownout candle evening: eat a balanced light snack if you skipped meals.,Read OTC labels carefully before any dose.,Return to activity gradually only when steady.,"Seek dental care for facial swelling, fever, pus, trauma, or pain lasting more than 1–2 days.",DOH Philippines,https://doh.gov.ph/,1
b6_brownout_candle_evening_skin_heat_rash_back,b6 skin heat rash back brownout candle evening|brownout candle evening heat rash on back|skin_heat_rash_back @brownout_candle_evening|Heat rash on back during brownout candle evening,Heat rash on back (brownout candle evening),skin,Keep clean and dry; avoid scratching open skin.,During brownout candle evening: fragrance-free moisturizer or cool compress for mild itch.,Breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
b6_brownout_candle_evening_chafing_backpack_side,b6 chafing backpack side brownout candle evening|brownout candle evening backpack side chafing|chafing_backpack_side @brownout_candle_evening|Backpack side chafing during brownout candle evening,Backpack side chafing (brownout candle evening),skin,Keep clean and dry; avoid scratching open skin.,During brownout candle evening: fragrance-free moisturizer or cool compress for mild itch.,Breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",FDA Philippines,https://www.fda.gov.ph/,1
b6_brownout_candle_evening_insect_wrist_evening,b6 insect wrist evening brownout candle evening|brownout candle evening evening insect wrist bites|insect_wrist_evening @brownout_candle_evening|Evening insect wrist bites during brownout candle evening,Evening insect wrist bites (brownout candle evening),skin,Keep clean and dry; avoid scratching open skin.,During brownout candle evening: fragrance-free moisturizer or cool compress for mild itch.,Breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",Philippine Heart Association (PHA),https://www.philheart.org/,1
b6_brownout_candle_evening_ant_bite_picnic,b6 ant bite picnic brownout candle evening|brownout candle evening ant bites picnic ground|ant_bite_picnic @brownout_candle_evening|Ant bites picnic ground during brownout candle evening,Ant bites picnic ground (brownout candle evening),skin,Keep clean and dry; avoid scratching open skin.,During brownout candle evening: fragrance-free moisturizer or cool compress for mild itch.,Breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",Philippine Heart Association (PHA),https://www.philheart.org/,1
b6_brownout_candle_evening_sunburn_ears_miss,b6 sunburn ears miss brownout candle evening|brownout candle evening sunburn missed ears|sunburn_ears_miss @brownout_candle_evening|Sunburn missed ears during brownout candle evening,Sunburn missed ears (brownout candle evening),skin,Keep clean and dry; avoid scratching open skin.,During brownout candle evening: fragrance-free moisturizer or cool compress for mild itch.,Breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",American Academy of Family Physicians (AAFP),https://www.aafp.org/,1
b6_brownout_candle_evening_razor_neck_bumps,b6 razor neck bumps brownout candle evening|brownout candle evening neck bumps after shave|razor_neck_bumps @brownout_candle_evening|Neck bumps after shave during brownout candle evening,Neck bumps after shave (brownout candle evening),skin,Keep clean and dry; avoid scratching open skin.,During brownout candle evening: fragrance-free moisturizer or cool compress for mild itch.,Breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b6_brownout_candle_evening_mask_bridge_sore,b6 mask bridge sore brownout candle evening|brownout candle evening mask nose-bridge sore|mask_bridge_sore @brownout_candle_evening|Mask nose-bridge sore during brownout candle evening,Mask nose-bridge sore (brownout candle evening),skin,Keep clean and dry; avoid scratching open skin.,During brownout candle evening: fragrance-free moisturizer or cool compress for mild itch.,Breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",American Academy of Family Physicians (AAFP),https://www.aafp.org/,1
b6_brownout_candle_evening_glove_rash_wet,b6 glove rash wet brownout candle evening|brownout candle evening wet glove rash|glove_rash_wet @brownout_candle_evening|Wet glove rash during brownout candle evening,Wet glove rash (brownout candle evening),skin,Keep clean and dry; avoid scratching open skin.,During brownout candle evening: fragrance-free moisturizer or cool compress for mild itch.,Breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",CDC: Diseases & Conditions,https://www.cdc.gov/diseasesconditions/,1
b6_brownout_candle_evening_detergent_wrist_itch,b6 detergent wrist itch brownout candle evening|brownout candle evening detergent wrist itch|detergent_wrist_itch @brownout_candle_evening|Detergent wrist itch during brownout candle evening,Detergent wrist itch (brownout candle evening),allergy,Step away from the trigger; rinse face and hands if exposed.,During brownout candle evening: saline rinse or cool compress may ease mild symptoms.,Ask about a non-sedating antihistamine if appropriate for you.,Use your emergency plan if you have severe allergy history.,"Seek urgent care for wheezing, facial/lip swelling, fainting, or known severe allergy reaction.",American Heart Association,https://www.heart.org/,1
b6_brownout_candle_evening_perfume_counter_itch,b6 perfume counter itch brownout candle evening|brownout candle evening perfume counter itch|perfume_counter_itch @brownout_candle_evening|Perfume counter itch during brownout candle evening,Perfume counter itch (brownout candle evening),allergy,Step away from the trigger; rinse face and hands if exposed.,During brownout candle evening: saline rinse or cool compress may ease mild symptoms.,Ask about a non-sedating antihistamine if appropriate for you.,Use your emergency plan if you have severe allergy history.,"Seek urgent care for wheezing, facial/lip swelling, fainting, or known severe allergy reaction.",FDA US: Consumer Updates,https://www.fda.gov/consumers/consumer-updates,1
b6_brownout_candle_evening_metal_watch_rash,b6 metal watch rash brownout candle evening|brownout candle evening metal watch rash|metal_watch_rash @brownout_candle_evening|Metal watch rash during brownout candle evening,Metal watch rash (brownout candle evening),allergy,Step away from the trigger; rinse face and hands if exposed.,During brownout candle evening: saline rinse or cool compress may ease mild symptoms.,Ask about a non-sedating antihistamine if appropriate for you.,Use your emergency plan if you have severe allergy history.,"Seek urgent care for wheezing, facial/lip swelling, fainting, or known severe allergy reaction.",NIH: Health Information,https://www.nih.gov/health-information,1
b6_brownout_candle_evening_latex_band_itch,b6 latex band itch brownout candle evening|brownout candle evening elastic band itch|latex_band_itch @brownout_candle_evening|Elastic band itch during brownout candle evening,Elastic band itch (brownout candle evening),allergy,Step away from the trigger; rinse face and hands if exposed.,During brownout candle evening: saline rinse or cool compress may ease mild symptoms.,Ask about a non-sedating antihistamine if appropriate for you.,Use your emergency plan if you have severe allergy history.,"Seek urgent care for wheezing, facial/lip swelling, fainting, or known severe allergy reaction.",Philippine Obstetrical and Gynecological Society (POGS),https://pogsinc.org/,1
b6_brownout_candle_evening_anxiety_deadline_chest,b6 anxiety deadline chest brownout candle evening|brownout candle evening anxious chest deadline|anxiety_deadline_chest @brownout_candle_evening|Anxious chest deadline during brownout candle evening,Anxious chest deadline (brownout candle evening),mental_health,Longer exhales for one minute; feet flat on the floor.,During brownout candle evening: sip water; pause extra caffeine for now.,Move to a quieter safer spot; name five things you see.,Contact a trusted person; Hopeline 1553 if thoughts feel unsafe.,"Seek help for thoughts of self-harm, inability to function, or crisis (PH Hopeline 1553).",American Heart Association,https://www.heart.org/,1
