local_term,english_translation,category,medical_keyword,severity,body_system
hilanat sang bata bah,child fever,pediatric,pediatric fever,moderate,general
basin ginahilanat ang bata halin sang aga ko,child fever,pediatric,pediatric fever,moderate,general
ginMay hilanat ang bata ko,child fever,pediatric,pediatric fever,moderate,general
"dok, ginahilanat ang bata pirmi subong",child fever,pediatric,pediatric fever,moderate,general
complain ko kay ginahilanat ang bata karon subong,child fever,pediatric,pediatric fever,moderate,general
naginit lawas sang bata,child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata bah,child fever,pediatric,pediatric fever,moderate,general
feel ko nga init lawas sang bata kagapon bah,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata man,child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata ko,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata subong,child fever,pediatric,pediatric fever,moderate,general
amuni init lawas sang bata pirmi ko,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak ko,child fever,pediatric,pediatric fever,moderate,general
may ara ko nga init lawas sang bata subong bah,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata,child fever,pediatric,pediatric fever,moderate,general
complain ko kay may hilanat ang bata karon na gid,child fever,pediatric,pediatric fever,moderate,general
amuni may hilanat ang bata subong gid,child fever,pediatric,pediatric fever,moderate,general
feel ko nga init lawas sang bata subong gid ko,child fever,pediatric,pediatric fever,moderate,general
lagnat sang bata,child fever,pediatric,pediatric fever,moderate,general
amuni hilanat sang bata halin sang aga man,child fever,pediatric,pediatric fever,moderate,general
nagMay hilanat ang bata ko,child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata gid,child fever,pediatric,pediatric fever,moderate,general
"doktor, may hilanat ang bata subong man",child fever,pediatric,pediatric fever,moderate,general
"doc, may hilanat ang bata halin sang aga man",child fever,pediatric,pediatric fever,moderate,general
may hilanat sang bata,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata halin sang gabii gid ko,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata ako,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata gid,child fever,pediatric,pediatric fever,moderate,general
sige ko ginauubo ang bata since kagapon na gid,child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak gid,child cough,pediatric,pediatric cough,mild,respiratory
"dok, ubo sang bata halin sang aga ako",child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata,child cough,pediatric,pediatric cough,mild,respiratory
may ara ko nga ginauubo ang bata sige gid,child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata man,child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata gid ko,child cough,pediatric,pediatric cough,mild,respiratory
amuni ubo sang bata sige,child cough,pediatric,pediatric cough,mild,respiratory
basin ginauubo ang bata pirmi gid ako,child cough,pediatric,pediatric cough,mild,respiratory
"dok, nagaubo ang anak since kagapon",child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak,child cough,pediatric,pediatric cough,mild,respiratory
may ara ko nga ginauubo ang bata sige,child cough,pediatric,pediatric cough,mild,respiratory
may ara ko nga ubo sang bata since kagapon subong,child cough,pediatric,pediatric cough,mild,respiratory
"doc, ubo sang bata subong gid ko",child cough,pediatric,pediatric cough,mild,respiratory
"doktor, nagaubo ang anak halin sang gabii ako",child cough,pediatric,pediatric cough,mild,respiratory
nagaubuhon ang anak,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata bah,child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak ko,child cough,pediatric,pediatric cough,mild,respiratory
Nagaubo ang bata ko,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata ko,child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata gid,child cough,pediatric,pediatric cough,mild,respiratory
may ara ko nga ubo sang bata halin sang gabii man,child cough,pediatric,pediatric cough,mild,respiratory
daw ubo sang bata halin sang gabii,child cough,pediatric,pediatric cough,mild,respiratory
pareho nagaubo ang anak since kagapon gid ako,child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak talaga,child cough,pediatric,pediatric cough,mild,respiratory
"doc, nagaubo ang anak halin sang gabii ako",child cough,pediatric,pediatric cough,mild,respiratory
"doc, ginauubo ang bata sige gid ako",child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata talaga,child cough,pediatric,pediatric cough,mild,respiratory
complain ko kay ubo sang bata subong gid ako,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata ako,child cough,pediatric,pediatric cough,mild,respiratory
feel ko nga nagaubo ang anak subong ako,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata,child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata ko,child cough,pediatric,pediatric cough,mild,respiratory
may Nagaubo ang bata ko,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata gid ko,child cough,pediatric,pediatric cough,mild,respiratory
amuni ginauubo ang bata halin sang gabii subong,child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata subong,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata po,child cough,pediatric,pediatric cough,mild,respiratory
sige ko nagaubo ang anak karon bah,child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata ako,child cough,pediatric,pediatric cough,mild,respiratory
pareho nagaubo ang anak kagapon subong,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata halin sang aga na gid,child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak subong,child cough,pediatric,pediatric cough,mild,respiratory
feel ko nga ginauubo ang bata subong gid,child cough,pediatric,pediatric cough,mild,respiratory
"doktor, ginauubo ang bata pirmi gid ko",child cough,pediatric,pediatric cough,mild,respiratory
may ubo sang bata,child cough,pediatric,pediatric cough,mild,respiratory
complain ko kay nagaubo ang anak sige na gid,child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata bah,child cough,pediatric,pediatric cough,mild,respiratory
ginauubuhon ang bata,child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata subong bah,child cough,pediatric,pediatric cough,mild,respiratory
feel ko nga ginauubo ang bata halin sang aga na gid,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata subong,child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak ako,child cough,pediatric,pediatric cough,mild,respiratory
"doc, ubo sang bata karon na gid",child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata gid,child cough,pediatric,pediatric cough,mild,respiratory
complain ko kay ubo sang bata halin sang aga gid,child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak gid ko,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata na gid,child cough,pediatric,pediatric cough,mild,respiratory
may ara ko nga nagaubo ang anak karon man,child cough,pediatric,pediatric cough,mild,respiratory
feel ko nga nagaubo ang anak pirmi gid ako,child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata na gid,child cough,pediatric,pediatric cough,mild,respiratory
nagubo sang bata,child cough,pediatric,pediatric cough,mild,respiratory
ginubo sang bata,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata talaga,child cough,pediatric,pediatric cough,mild,respiratory
"doktor, ubo sang bata sige gid ko",child cough,pediatric,pediatric cough,mild,respiratory
ginauubo ang bata po,child cough,pediatric,pediatric cough,mild,respiratory
sige ko nagaubo ang anak halin sang gabii subong,child cough,pediatric,pediatric cough,mild,respiratory
ubuhon sang bata,child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak man,child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak bah,child cough,pediatric,pediatric cough,mild,respiratory
ginNagaubo ang bata ko,child cough,pediatric,pediatric cough,mild,respiratory
Nagaubuhon ang bata ko,child cough,pediatric,pediatric cough,mild,respiratory
daw nagaubo ang anak since kagapon na gid,child cough,pediatric,pediatric cough,mild,respiratory
ubo sang bata man,child cough,pediatric,pediatric cough,mild,respiratory
"doktor, ginauubo ang bata pirmi man",child cough,pediatric,pediatric cough,mild,respiratory
complain ko kay ginauubo ang bata halin sang gabii ako,child cough,pediatric,pediatric cough,mild,respiratory
feel ko nga ubo sang bata kagapon gid ako,child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak po,child cough,pediatric,pediatric cough,mild,respiratory
nagaubo ang anak na gid,child cough,pediatric,pediatric cough,mild,respiratory
nagNagaubo ang bata ko,child cough,pediatric,pediatric cough,mild,respiratory
"doktor, bulong gid",need medication,medication,medication request,mild,general
"dok, bulong ko",need medication,medication,medication request,mild,general
reseta gid ko,need medication,medication,medication request,mild,general
prescription na gid,need medication,medication,medication request,mild,general
Gusto ko paracetamol,need medication,medication,medication request,mild,general
pareho bulong bah,need medication,medication,medication request,mild,general
wala ko bulong gid ko,need medication,medication,medication request,mild,general
biogesic gid,need medication,medication,medication request,mild,general
sige ko gusto ko bulong gid ko,need medication,medication,medication request,mild,general
nagGusto ko paracetamol,need medication,medication,medication request,mild,general
reseta po,need medication,medication,medication request,mild,general
Wala ko bulong subuhonng,need medication,medication,medication request,mild,general
"doc, prescription ako",need medication,medication,medication request,mild,general
may ara ko nga gusto ko bulong ako,need medication,medication,medication request,mild,general
"doc, pain reliever na gid",need medication,medication,medication request,mild,general
prescription,need medication,medication,medication request,mild,general
antibiotic gid,need medication,medication,medication request,mild,general
"doktor, wala ko bulong gid ako",need medication,medication,medication request,mild,general
wala ko bulong po,need medication,medication,medication request,mild,general
bulong ko,need medication,medication,medication request,mild,general
gusto ko bulong talaga,need medication,medication,medication request,mild,general
"dok, pain reliever ko",need medication,medication,medication request,mild,general
bulong man,need medication,medication,medication request,mild,general
bulong gid,need medication,medication,medication request,mild,general
feel ko nga gusto ko bulong subong,need medication,medication,medication request,mild,general
paracetamol ko,need medication,medication,medication request,mild,general
pareho wala ko bulong bah,need medication,medication,medication request,mild,general
ginwala ko bulong,need medication,medication,medication request,mild,general
"doktor, gusto ko bulong",need medication,medication,medication request,mild,general
antibiotic,need medication,medication,medication request,mild,general
biogesic ko,need medication,medication,medication request,mild,general
sige ko gusto ko bulong,need medication,medication,medication request,mild,general
prescription ko,need medication,medication,medication request,mild,general
wala ko bulong talaga,need medication,medication,medication request,mild,general
"doktor, reseta subong",need medication,medication,medication request,mild,general
antibiotic talaga,need medication,medication,medication request,mild,general
prescription gid,need medication,medication,medication request,mild,general
amuni pain reliever ko,need medication,medication,medication request,mild,general
pareho wala ko bulong ko,need medication,medication,medication request,mild,general
nagWala ko bulong subong,need medication,medication,medication request,mild,general
reseta subong,need medication,medication,medication request,mild,general
reseta man,need medication,medication,medication request,mild,general
biogesic talaga,need medication,medication,medication request,mild,general
may paracetamol,need medication,medication,medication request,mild,general
gingusto ko bulong,need medication,medication,medication request,mild,general
complain ko kay prescription subong,need medication,medication,medication request,mild,general
bulong na gid,need medication,medication,medication request,mild,general
pain reliever bah,need medication,medication,medication request,mild,general
biogesic ako,need medication,medication,medication request,mild,general
pareho bulong subong,need medication,medication,medication request,mild,general
wala ko bulong gid,need medication,medication,medication request,mild,general
daw prescription gid ako,need medication,medication,medication request,mild,general
sige ko wala ko bulong bah,need medication,medication,medication request,mild,general
